newpoint	0	1	0	0	8370.0	19113.0	298.0	8405	19607
newpoint	1	1	1	0	12596.0	15239.0	298.0	12475	15197
newpoint	2	1	0	0	12508.0	24865.0	298.0	12323	24784
newpoint	3	1	0	0	16465.0	24555.0	132.0	16699	24370
newpoint	4	1	1	0	12833.0	20869.0	298.0	12739	20869
point	4	2	1	1	12603.0	20753.879194630874	504.49999999999994	12603	20538
point	3	2	0	1	16568.547864687825	24473.1352351827	132.0	16699	24370
point	2	2	0	1	12360.110149823424	24695.414481066666	298.0	12385	24636
point	1	2	1	1	12373.511523566147	15091.189500912964	504.5	12415	14998
point	0	2	0	1	8391.060567089882	19410.254861211473	298.0	8405	19607
newpoint	5	1	2	1	14361.0	23647.0	198.0	14398	23668
newpoint	6	1	2	1	5215.0	16557.0	252.24999999999997	5392	16202
newpoint	7	1	0	1	8947.0	10209.0	298.0	8914	10255
newpoint	8	1	0	1	8335.0	23622.0	198.00000000000003	8368	23574
newpoint	9	1	0	1	15740.0	11786.0	198.0	15803	11915
point	9	2	0	2	15741.581467028742	12004.750081183158	448.0	15703	12062
point	8	2	0	2	8383.32771619705	23435.09257196423	198.0	8384	23429
point	7	2	0	2	8709.679105553703	10373.370540576327	672.0	8727	10405
point	6	2	2	2	5327.5551957489315	16331.253703441409	252.24999999999997	5392	16202
point	5	2	2	2	14510.460846012993	23677.238806887188	198.0	14559	23576
point	4	3	1	2	12658.001074741218	20258.1975280952	504.49999999999994	12662	20249
point	3	3	0	2	16672.09572937565	24391.2704703654	132.0	16699	24370
point	2	3	0	2	12422.634561638612	24442.56644937247	298.0	12184	24344
point	1	3	1	2	12576.171756586487	14629.250516713508	504.50000000000006	12587	14582
point	0	3	0	2	8626.155247205681	19658.610780973064	672.0	8843	19730
newpoint	10	1	2	2	15608.0	11318.0	132.0	15779	11295
newpoint	11	1	0	2	7980.0	18219.0	298.0	7740	18076
newpoint	12	1	2	2	14144.0	22678.0	198.0	14271	22741
